Name,Location,Hometype,Max_guest,Home_summary,Price,Amenities,Reviewnumber,Reviewstar
Montmartre Paris 2 rooms 2/3 Pers,Paris,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$98 per night,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Laptop friendly workspace', 'Cable TV']",411,Rating 5 out of 5
LOVELY 1 BEDROOM FLAT HEART OF BDX,Bordeaux,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$81 per night,"['Wifi', 'Kitchen', 'Laptop friendly workspace', 'TV', 'Essentials', 'Washer']",526,Rating 5 out of 5
Bel appartement au c??ur de Nancy,Nancy,ENTIRE APARTMENT,4 guests,"['1 bedroom', '1 bed', '1 bath']",$57 per night,"['Elevator', 'Free parking on premises', 'Kitchen', 'Wifi', 'Cable TV', 'Dryer']",311,Rating 5 out of 5
A nice and charming flat.,Caen,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$53 per night,"['Cable TV', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV']",420,Rating 5 out of 5
STUDIO GRAND CONFORT . VUE PANORAMIQUE SUR MER,Perros-Guirec,ENTIRE APARTMENT,3 guests,"['Studio', '2 beds', '1 bath']",$46 per night,"['Heating', 'Iron', 'Laptop friendly workspace', 'TV', 'Wifi', 'Elevator']",168,Rating 5 out of 5
1 bedroom on the beach!,Trouville-sur-Mer,ENTIRE APARTMENT,4 guests,"['1 bedroom', '3 beds', '1 bath']",$81 per night,"['Essentials', 'Heating', 'Iron', 'TV', 'Wifi', 'Pack ??n Play/travel crib']",292,Rating 4.5 out of 5
"Manoir Equivocal Le ""Petit Moux""",Corgoloin,ENTIRE HOUSE,16+ guests,"['6 bedrooms', '16 beds', '4 baths']",$301 per night,"['Dryer', 'Essentials', 'Indoor fireplace', 'Heating', 'Iron', 'Laptop friendly workspace']",97,Rating 5 out of 5
LOUVRE MONTORGUEIL SUNNY BALCONY,Paris,PRIVATE ROOM IN APARTMENT,4 guests,"['2 bedrooms', '2 beds', '1 private bath']",$116 per night,"['Elevator', 'Wifi', 'Kitchen', 'Laptop friendly workspace', 'Cable TV', 'Iron']",268,Rating 5 out of 5
Bed and breakfast of charm,Cambremer,PRIVATE ROOM IN HOUSE,6 guests,"['3 bedrooms', '4 beds', '1 private bath']",$64 per night,"['Dryer', 'Essentials', 'Indoor fireplace', 'Heating', 'Iron', 'Laptop friendly workspace']",357,Rating 5 out of 5
Welcome to Mannala'rt in Colmar!,Colmar,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$75 per night,"['Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV', 'Wifi']",325,Rating 5 out of 5
Nice appartment in the old downtown,Montpellier,ENTIRE APARTMENT,3 guests,"['1 bedroom', '1 bed', '1 bath']",$80 per night,"['Wifi', 'Cable TV', 'Kitchen', 'Dryer', 'Shampoo', 'Hair dryer']",181,Rating 4.5 out of 5
Appart. 100 m2 maison d'architecte,La Turballe,ENTIRE HOUSE,6 guests,"['3 bedrooms', '5 beds', '1 bath']",$58 per night,"['Cable TV', 'Essentials', 'Heating', 'Iron', 'TV', 'Washer']",89,Rating 5 out of 5
a cocoon around the garden - studio with terrasse,Paimpol,ENTIRE GUESTHOUSE,2 guests,"['1 bedroom', '1 bed', '1 bath']",$58 per night,"['Dryer', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV']",301,Rating 5 out of 5
Old restored parisian lodge,Paris,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$46 per night,"['Air conditioning', 'Wifi', 'Kitchen', 'Laptop friendly workspace', 'Iron', 'Hair dryer']",254,Rating 4.5 out of 5
Maison au calme avec vue sur la vilaine,La Chapelle-de-Brain,ENTIRE HOUSE,4 guests,"['1 bedroom', '2 beds', '1 bath']",$43 per night,"['Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV', 'Children??s books and toys']",169,Rating 5 out of 5
Beautiful Apartment in Cannes,Cannes,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$46 per night,"['Wifi', 'Kitchen', 'Iron', 'Hangers', 'Essentials', 'Shampoo']",108,Rating 4.5 out of 5
At the heart of the OVERLORD beachs,Commes,ENTIRE LOFT,5 guests,"['Studio', '3 beds', '1 bath']",$69 per night,"['Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV', 'Washer']",359,Rating 5 out of 5
JACUZZI/BEST QUARTER/ALL TOURISTS SITES,Paris,PRIVATE ROOM IN BED AND BREAKFAST,10 guests,"['3 bedrooms', '8 beds', '1.5 baths']",$463 per night,"['Hot tub', 'Air conditioning', 'Wifi', 'Kitchen', 'Breakfast', 'Dryer']",278,Rating 4.5 out of 5
Small residence near the sea,Cagnes-sur-Mer,ENTIRE HOUSE,3 guests,"['Studio', '2 beds', '1 bath']",$76 per night,"['Air conditioning', 'Dryer', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace']",106,Rating 5 out of 5
